Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
499,1,STEP,353569589869212,353569590920209,1050997,-1
500,1,STEP,353569590943150,353569591950465,1007315,-1
501,1,STEP,353569591973141,353569592915149,942008,-1
502,1,STEP,353569592938145,353569594294594,1356449,-1
503,1,STEP,353569594348161,353569595579199,1231038,-1
504,1,STEP,353569595629808,353569596776829,1147021,-1
505,1,STEP,353569596812351,353569598047808,1235457,-1
506,1,STEP,353569598083416,353569599252024,1168608,-1
507,1,STEP,353569599274533,353569600301197,1026664,-1
508,1,STEP,353569600330202,353569601415020,1084818,-1
509,1,STEP,353569601444510,353569602634302,1189792,-1
510,1,STEP,353569602659144,353569603736090,1076946,-1
511,1,STEP,353569603760863,353569604867347,1106484,-1
512,1,STEP,353569604920069,353569605725880,805811,-1
513,1,STEP,353569606237190,353569607045706,808516,-1
514,1,STEP,353569607099858,353569608291316,1191458,-1
515,1,STEP,353569608344713,353569609568382,1223669,-1
516,1,STEP,353569609620643,353569610792724,1172081,-1
517,1,STEP,353569610815185,353569611848993,1033808,-1
518,1,STEP,353569611872915,353569612916235,1043320,-1
